propid,name,simbad,title,bibcode,author,fa,altnames
12495,WASP-33,WASP-33,sset: spatially-scanned spectra of exoplanet transits,2012AAS...21924114M,"['McCullough, Peter R.', 'Berta, Z. K.', 'Howard, A. W.', 'MacKenty, J. W.', 'WFC3 Team']",McCullough Peter R.,"['1SWASP J022651.05+373301.7' '2MASS J02265106+3733017' 'AG+37  282'
 'BD+36   489' 'GEN# +1.00015082' 'GPM  36.712745+37.550502' 'GPM1  84'
 'GSC 02831-00594' 'Gaia DR1 328636019723252096'
 'Gaia DR2 328636019723252096' 'HD  15082' 'HIC  11397' 'HIP  11397'
 'PPM  67341' 'Pul -3  190002' 'Renson 3750' 'SAO  55561' 'TD1  1417'
 'TIC 129979528' 'TYC 2831-594-1' 'WASP-33' 'uvby98 100015082']"
12495,WASP-33,WASP-33,transits and occultations of hot jupiters,2015AAS...22521902H,"['Haynes, Korey']",Haynes Korey,"['1SWASP J022651.05+373301.7' '2MASS J02265106+3733017' 'AG+37  282'
 'BD+36   489' 'GEN# +1.00015082' 'GPM  36.712745+37.550502' 'GPM1  84'
 'GSC 02831-00594' 'Gaia DR1 328636019723252096'
 'Gaia DR2 328636019723252096' 'HD  15082' 'HIC  11397' 'HIP  11397'
 'PPM  67341' 'Pul -3  190002' 'Renson 3750' 'SAO  55561' 'TD1  1417'
 'TIC 129979528' 'TYC 2831-594-1' 'WASP-33' 'uvby98 100015082']"
12495,WASP-33,WASP-33,wfc3: precision infrared spectrophotometry with spatial scans of hd 189733b and vega,2014AAS...22334721M,"['McCullough, Peter R.', 'Crouzet, N.', 'Deming, D.', 'Madhusudhan, N.', 'Deustua, S. E.', 'WFC3']",McCullough Peter R.,"['1SWASP J022651.05+373301.7' '2MASS J02265106+3733017' 'AG+37  282'
 'BD+36   489' 'GEN# +1.00015082' 'GPM  36.712745+37.550502' 'GPM1  84'
 'GSC 02831-00594' 'Gaia DR1 328636019723252096'
 'Gaia DR2 328636019723252096' 'HD  15082' 'HIC  11397' 'HIP  11397'
 'PPM  67341' 'Pul -3  190002' 'Renson 3750' 'SAO  55561' 'TD1  1417'
 'TIC 129979528' 'TYC 2831-594-1' 'WASP-33' 'uvby98 100015082']"
12495,WASP-33,WASP-33,wide field camera 3: phase ii proposal update for cycle 21,2013AAS...22231612G,"['Gunning, Heather C.', 'Anderson, J.', 'Baggett, S. M.', 'Dahlen, T.', 'Dressel, L. L.', 'Long, K. S.', 'MacKenty, J. W.', 'WFC3']",C. Gunning Heather,"['1SWASP J022651.05+373301.7' '2MASS J02265106+3733017' 'AG+37  282'
 'BD+36   489' 'GEN# +1.00015082' 'GPM  36.712745+37.550502' 'GPM1  84'
 'GSC 02831-00594' 'Gaia DR1 328636019723252096'
 'Gaia DR2 328636019723252096' 'HD  15082' 'HIC  11397' 'HIP  11397'
 'PPM  67341' 'Pul -3  190002' 'Renson 3750' 'SAO  55561' 'TD1  1417'
 'TIC 129979528' 'TYC 2831-594-1' 'WASP-33' 'uvby98 100015082']"
12495,WASP-33,WASP-33,status and calibration of the hst wide field camera 3,2013AAS...22134401M,"['MacKenty, John W.', 'WFC3']",John MacKenty W.,"['1SWASP J022651.05+373301.7' '2MASS J02265106+3733017' 'AG+37  282'
 'BD+36   489' 'GEN# +1.00015082' 'GPM  36.712745+37.550502' 'GPM1  84'
 'GSC 02831-00594' 'Gaia DR1 328636019723252096'
 'Gaia DR2 328636019723252096' 'HD  15082' 'HIC  11397' 'HIP  11397'
 'PPM  67341' 'Pul -3  190002' 'Renson 3750' 'SAO  55561' 'TD1  1417'
 'TIC 129979528' 'TYC 2831-594-1' 'WASP-33' 'uvby98 100015082']"
12495,WASP-33,WASP-33,wfc3 - geometry distortion and multidrizzle,2010AAS...21546309K,"['Kozhurina-Platais, Vera', 'McLean, B.', 'Cox, C.', 'Dressel, L.', 'Petro, L.', 'Bushouse, H.', 'Hack, W.', 'WFC3']",Kozhurina-Platais Vera,"['1SWASP J022651.05+373301.7' '2MASS J02265106+3733017' 'AG+37  282'
 'BD+36   489' 'GEN# +1.00015082' 'GPM  36.712745+37.550502' 'GPM1  84'
 'GSC 02831-00594' 'Gaia DR1 328636019723252096'
 'Gaia DR2 328636019723252096' 'HD  15082' 'HIC  11397' 'HIP  11397'
 'PPM  67341' 'Pul -3  190002' 'Renson 3750' 'SAO  55561' 'TD1  1417'
 'TIC 129979528' 'TYC 2831-594-1' 'WASP-33' 'uvby98 100015082']"
12495,WASP-33,WASP-33,spectroscopic evidence for a temperature inversion in the dayside atmosphere of hot jupiter wasp-33b,2015ApJ...806..146H,"['Haynes, Korey', 'Mandell, Avi M.', 'Madhusudhan, Nikku', 'Deming, Drake', 'Knutson, Heather']",Haynes Korey,"['1SWASP J022651.05+373301.7' '2MASS J02265106+3733017' 'AG+37  282'
 'BD+36   489' 'GEN# +1.00015082' 'GPM  36.712745+37.550502' 'GPM1  84'
 'GSC 02831-00594' 'Gaia DR1 328636019723252096'
 'Gaia DR2 328636019723252096' 'HD  15082' 'HIC  11397' 'HIP  11397'
 'PPM  67341' 'Pul -3  190002' 'Renson 3750' 'SAO  55561' 'TD1  1417'
 'TIC 129979528' 'TYC 2831-594-1' 'WASP-33' 'uvby98 100015082']"
12495,WASP-33,WASP-33,from thermal dissociation to condensation in the atmospheres of ultra hot jupiters: wasp-121b in context,2018A&A...617A.110P,"['Parmentier, Vivien', 'Line, Mike R.', 'Bean, Jacob L.', 'Mansfield, Megan', 'Kreidberg, Laura', 'Lupu, Roxana', 'Visscher, Channon', 'Désert, Jean-Michel', 'Fortney, Jonathan J.', 'Deleuil, Magalie', 'Arcangeli, Jacob', 'Showman, Adam P.', 'Marley, Mark S.']",Parmentier Vivien,"['1SWASP J022651.05+373301.7' '2MASS J02265106+3733017' 'AG+37  282'
 'BD+36   489' 'GEN# +1.00015082' 'GPM  36.712745+37.550502' 'GPM1  84'
 'GSC 02831-00594' 'Gaia DR1 328636019723252096'
 'Gaia DR2 328636019723252096' 'HD  15082' 'HIC  11397' 'HIP  11397'
 'PPM  67341' 'Pul -3  190002' 'Renson 3750' 'SAO  55561' 'TD1  1417'
 'TIC 129979528' 'TYC 2831-594-1' 'WASP-33' 'uvby98 100015082']"
12495,WASP-33,WASP-33,"near-ir spectroscopy of the hottest known exoplanet, wasp-33b",2011hst..prop12495D,"['Deming, Drake']",Deming Drake,"['1SWASP J022651.05+373301.7' '2MASS J02265106+3733017' 'AG+37  282'
 'BD+36   489' 'GEN# +1.00015082' 'GPM  36.712745+37.550502' 'GPM1  84'
 'GSC 02831-00594' 'Gaia DR1 328636019723252096'
 'Gaia DR2 328636019723252096' 'HD  15082' 'HIC  11397' 'HIP  11397'
 'PPM  67341' 'Pul -3  190002' 'Renson 3750' 'SAO  55561' 'TD1  1417'
 'TIC 129979528' 'TYC 2831-594-1' 'WASP-33' 'uvby98 100015082']"
12495,WASP-33,WASP-33,caught red-handed: a novel search for the culprit behind thermal inversions in exoplanet atmospheres,2017hst..prop15109K,"['Kreidberg, Laura']",Kreidberg Laura,"['1SWASP J022651.05+373301.7' '2MASS J02265106+3733017' 'AG+37  282'
 'BD+36   489' 'GEN# +1.00015082' 'GPM  36.712745+37.550502' 'GPM1  84'
 'GSC 02831-00594' 'Gaia DR1 328636019723252096'
 'Gaia DR2 328636019723252096' 'HD  15082' 'HIC  11397' 'HIP  11397'
 'PPM  67341' 'Pul -3  190002' 'Renson 3750' 'SAO  55561' 'TD1  1417'
 'TIC 129979528' 'TYC 2831-594-1' 'WASP-33' 'uvby98 100015082']"
12495,WASP-33,WASP-33,reigniting the debate: first spectroscopic evidence for stratospheres in hot jupiters,2015ESS.....311115M,"['Mandell, Avi M.', 'Haynes, Korey', 'Madhusudhan, Nikku', 'Deming, Drake', 'Knutson, Heather']",Avi M. Mandell,"['1SWASP J022651.05+373301.7' '2MASS J02265106+3733017' 'AG+37  282'
 'BD+36   489' 'GEN# +1.00015082' 'GPM  36.712745+37.550502' 'GPM1  84'
 'GSC 02831-00594' 'Gaia DR1 328636019723252096'
 'Gaia DR2 328636019723252096' 'HD  15082' 'HIC  11397' 'HIP  11397'
 'PPM  67341' 'Pul -3  190002' 'Renson 3750' 'SAO  55561' 'TD1  1417'
 'TIC 129979528' 'TYC 2831-594-1' 'WASP-33' 'uvby98 100015082']"
14260,WASP-39,WASP-39,"vizier online data catalog: wasp-31b:hst/spitzer transmission spectral survey (sing+, 2015)",2017yCat..74462428S,"['Sing, D. K.', 'Wakeford, H. R.', 'Showman, A. P.', 'Nikolov, N.', 'Fortney, J. J.', 'Burrows, A. S.', 'Ballester, G. E.', 'Deming, D.', 'Aigrain, S.', 'Desert, J. -M.', 'Gibson, N. P.', 'Henry, G. W.', 'Knutson, H.', 'Lecavelier Des Etangs, A.', 'Pont, F.', 'Vidal-Madjar, A.', 'Williamson, M. W.', 'Wilson, P. A.']",D. K. Sing,"['1SWASP J142918.42-032640.1' '2MASS J14291840-0326403'
 'DENIS J142918.4-032639' 'GSC 04980-00761' 'Gaia DR2 3643098875168270592'
 'NAME Malmok' 'PPMX J142918.4-032640' 'RAVE J142918.5-032640'
 'TIC 181949561' 'UCAC2  30708677' 'UCAC3 174-135354' 'WASP-39']"
14260,WASP-39,WASP-39,wfc3: precision infrared spectrophotometry with spatial scans of hd 189733b and vega,2014AAS...22334721M,"['McCullough, Peter R.', 'Crouzet, N.', 'Deming, D.', 'Madhusudhan, N.', 'Deustua, S. E.', 'WFC3']",McCullough Peter R.,"['1SWASP J142918.42-032640.1' '2MASS J14291840-0326403'
 'DENIS J142918.4-032639' 'GSC 04980-00761' 'Gaia DR2 3643098875168270592'
 'NAME Malmok' 'PPMX J142918.4-032640' 'RAVE J142918.5-032640'
 'TIC 181949561' 'UCAC2  30708677' 'UCAC3 174-135354' 'WASP-39']"
14260,WASP-39,WASP-39,wide field camera 3: phase ii proposal update for cycle 21,2013AAS...22231612G,"['Gunning, Heather C.', 'Anderson, J.', 'Baggett, S. M.', 'Dahlen, T.', 'Dressel, L. L.', 'Long, K. S.', 'MacKenty, J. W.', 'WFC3']",C. Gunning Heather,"['1SWASP J142918.42-032640.1' '2MASS J14291840-0326403'
 'DENIS J142918.4-032639' 'GSC 04980-00761' 'Gaia DR2 3643098875168270592'
 'NAME Malmok' 'PPMX J142918.4-032640' 'RAVE J142918.5-032640'
 'TIC 181949561' 'UCAC2  30708677' 'UCAC3 174-135354' 'WASP-39']"
14260,WASP-39,WASP-39,status and calibration of the hst wide field camera 3,2013AAS...22134401M,"['MacKenty, John W.', 'WFC3']",John MacKenty W.,"['1SWASP J142918.42-032640.1' '2MASS J14291840-0326403'
 'DENIS J142918.4-032639' 'GSC 04980-00761' 'Gaia DR2 3643098875168270592'
 'NAME Malmok' 'PPMX J142918.4-032640' 'RAVE J142918.5-032640'
 'TIC 181949561' 'UCAC2  30708677' 'UCAC3 174-135354' 'WASP-39']"
14260,WASP-39,WASP-39,wfc3 - geometry distortion and multidrizzle,2010AAS...21546309K,"['Kozhurina-Platais, Vera', 'McLean, B.', 'Cox, C.', 'Dressel, L.', 'Petro, L.', 'Bushouse, H.', 'Hack, W.', 'WFC3']",Kozhurina-Platais Vera,"['1SWASP J142918.42-032640.1' '2MASS J14291840-0326403'
 'DENIS J142918.4-032639' 'GSC 04980-00761' 'Gaia DR2 3643098875168270592'
 'NAME Malmok' 'PPMX J142918.4-032640' 'RAVE J142918.5-032640'
 'TIC 181949561' 'UCAC2  30708677' 'UCAC3 174-135354' 'WASP-39']"
14260,WASP-39,WASP-39,the complete transmission spectrum of wasp-39b with a precise water constraint,2018AJ....155...29W,"['Wakeford, H. R.', 'Sing, D. K.', 'Deming, D.', 'Lewis, N. K.', 'Goyal, J.', 'Wilson, T. J.', 'Barstow, J.', 'Kataria, T.', 'Drummond, B.', 'Evans, T. M.', 'Carter, A. L.', 'Nikolov, N.', 'Knutson, H. A.', 'Ballester, G. E.', 'Mandell, A. M.']",H. R. Wakeford,"['1SWASP J142918.42-032640.1' '2MASS J14291840-0326403'
 'DENIS J142918.4-032639' 'GSC 04980-00761' 'Gaia DR2 3643098875168270592'
 'NAME Malmok' 'PPMX J142918.4-032640' 'RAVE J142918.5-032640'
 'TIC 181949561' 'UCAC2  30708677' 'UCAC3 174-135354' 'WASP-39']"
14260,WASP-39,WASP-39,indications for very high metallicity and absence of methane in the eccentric exo-saturn wasp-117b,2021A&A...646A.168C,"['Carone, Ludmila', 'Mollière, Paul', 'Zhou, Yifan', 'Bouwman, Jeroen', 'Yan, Fei', 'Baeyens, Robin', 'Apai, Dániel', 'Espinoza, Nestor', 'Rackham, Benjamin V.', 'Jordán, Andrés', 'Angerhausen, Daniel', 'Decin, Leen', 'Lendl, Monika', 'Venot, Olivia', 'Henning, Thomas']",Carone Ludmila,"['1SWASP J142918.42-032640.1' '2MASS J14291840-0326403'
 'DENIS J142918.4-032639' 'GSC 04980-00761' 'Gaia DR2 3643098875168270592'
 'NAME Malmok' 'PPMX J142918.4-032640' 'RAVE J142918.5-032640'
 'TIC 181949561' 'UCAC2  30708677' 'UCAC3 174-135354' 'WASP-39']"
14260,WASP-39,WASP-39,measuring the absolute h2o abundance of wasp-39b's atmosphere,2015hst..prop14169W,"['Wakeford, Hannah', 'Ballester, Gilda E.', 'Barstow, Joanna', 'Kataria, Tiffany', 'Knutson, Heather A.', 'Mandell, Avi', 'Nikolov, Nikolay', 'Sing, David K.']",Hannah Wakeford,"['1SWASP J142918.42-032640.1' '2MASS J14291840-0326403'
 'DENIS J142918.4-032639' 'GSC 04980-00761' 'Gaia DR2 3643098875168270592'
 'NAME Malmok' 'PPMX J142918.4-032640' 'RAVE J142918.5-032640'
 'TIC 181949561' 'UCAC2  30708677' 'UCAC3 174-135354' 'WASP-39']"
14260,WASP-39,WASP-39,characterizing a new prototype saturn-mass exoplanet with the clearest atmosphere yet,2018hst..prop15469N,"['Nikolov, Nikolay', 'Evans, Thomas M.', 'Spake, Jessica', 'Goyal, Jayesh', 'Drummond, Ben', 'Wakeford, Hannah R.', 'Fortney, Jonathan', 'Kataria, Tiffany', 'Ballester, Gilda E.', 'Gibson, Neale', 'Carter, Aarynn', 'Sing, David K.', 'Mayne, Nathan J.']",Nikolay Nikolov,"['1SWASP J142918.42-032640.1' '2MASS J14291840-0326403'
 'DENIS J142918.4-032639' 'GSC 04980-00761' 'Gaia DR2 3643098875168270592'
 'NAME Malmok' 'PPMX J142918.4-032640' 'RAVE J142918.5-032640'
 'TIC 181949561' 'UCAC2  30708677' 'UCAC3 174-135354' 'WASP-39']"
13467,WASP-43,WASP-43,the impact of non-uniform thermal structure on the interpretation of exoplanet emission spectra,2016ApJ...829...52F,"['Feng, Y. Katherina', 'Line, Michael R.', 'Fortney, Jonathan J.', 'Stevenson, Kevin B.', 'Bean, Jacob', 'Kreidberg, Laura', 'Parmentier, Vivien']",Feng Katherina Y.,"['2MASS J10193800-0948225' 'DENIS J101938.0-094822' 'GSC 05490-00141'
 'Gaia DR2 3767805209112436736' 'TIC 36734222' 'UCAC2  28372759'
 'UCAC3 161-111847' 'WASP-43']"
13467,WASP-43,WASP-43,estimating dayside effective temperatures of hot jupiters and associated uncertainties through gaussian process regression,2019MNRAS.489..941P,"['Pass, Emily K.', 'Cowan, Nicolas B.', 'Cubillos, Patricio E.', 'Sklar, Jack G.']",Emily K. Pass,"['2MASS J10193800-0948225' 'DENIS J101938.0-094822' 'GSC 05490-00141'
 'Gaia DR2 3767805209112436736' 'TIC 36734222' 'UCAC2  28372759'
 'UCAC3 161-111847' 'WASP-43']"
13467,WASP-43,WASP-43,"vizier online data catalog: hst wfc3/uvis normalized light curve of wasp-43 (fraine+, 2021)",2021yCat..51610269F,"['Fraine, J.', 'Mayorga, L. C.', 'Stevenson, K. B.', 'Lewis, N. K.', 'Kataria, T.', 'Bean, J. L.', 'Bruno, G.', 'Fortney, J. J.', 'Kreidberg, L.', 'Morley, C. V.', 'Mouawad, N. C.', 'Todorov, K. O.', 'Parmentier, V.', 'Wakeford, H.', 'Feng, Y. K.', 'Kilpatrick, B. M.', 'Line, M. R.']",Fraine J.,"['2MASS J10193800-0948225' 'DENIS J101938.0-094822' 'GSC 05490-00141'
 'Gaia DR2 3767805209112436736' 'TIC 36734222' 'UCAC2  28372759'
 'UCAC3 161-111847' 'WASP-43']"
13467,WASP-43,WASP-43,ground-based observational characterization of transiting hot-jupiter atmosphere,2016AcASn..57..620C,"['Chen, G.']",Chen G.,"['2MASS J10193800-0948225' 'DENIS J101938.0-094822' 'GSC 05490-00141'
 'Gaia DR2 3767805209112436736' 'TIC 36734222' 'UCAC2  28372759'
 'UCAC3 161-111847' 'WASP-43']"
13467,WASP-43,WASP-43,wfc3: precision infrared spectrophotometry with spatial scans of hd 189733b and vega,2014AAS...22334721M,"['McCullough, Peter R.', 'Crouzet, N.', 'Deming, D.', 'Madhusudhan, N.', 'Deustua, S. E.', 'WFC3']",McCullough Peter R.,"['2MASS J10193800-0948225' 'DENIS J101938.0-094822' 'GSC 05490-00141'
 'Gaia DR2 3767805209112436736' 'TIC 36734222' 'UCAC2  28372759'
 'UCAC3 161-111847' 'WASP-43']"
13467,WASP-43,WASP-43,wide field camera 3: phase ii proposal update for cycle 21,2013AAS...22231612G,"['Gunning, Heather C.', 'Anderson, J.', 'Baggett, S. M.', 'Dahlen, T.', 'Dressel, L. L.', 'Long, K. S.', 'MacKenty, J. W.', 'WFC3']",C. Gunning Heather,"['2MASS J10193800-0948225' 'DENIS J101938.0-094822' 'GSC 05490-00141'
 'Gaia DR2 3767805209112436736' 'TIC 36734222' 'UCAC2  28372759'
 'UCAC3 161-111847' 'WASP-43']"
13467,WASP-43,WASP-43,status and calibration of the hst wide field camera 3,2013AAS...22134401M,"['MacKenty, John W.', 'WFC3']",John MacKenty W.,"['2MASS J10193800-0948225' 'DENIS J101938.0-094822' 'GSC 05490-00141'
 'Gaia DR2 3767805209112436736' 'TIC 36734222' 'UCAC2  28372759'
 'UCAC3 161-111847' 'WASP-43']"
13467,WASP-43,WASP-43,wfc3 - geometry distortion and multidrizzle,2010AAS...21546309K,"['Kozhurina-Platais, Vera', 'McLean, B.', 'Cox, C.', 'Dressel, L.', 'Petro, L.', 'Bushouse, H.', 'Hack, W.', 'WFC3']",Kozhurina-Platais Vera,"['2MASS J10193800-0948225' 'DENIS J101938.0-094822' 'GSC 05490-00141'
 'Gaia DR2 3767805209112436736' 'TIC 36734222' 'UCAC2  28372759'
 'UCAC3 161-111847' 'WASP-43']"
13467,WASP-43,WASP-43,the atmospheric circulation of the hot jupiter wasp-43b: comparing three-dimensional models to spectrophotometric data,2015ApJ...801...86K,"['Kataria, Tiffany', 'Showman, Adam P.', 'Fortney, Jonathan J.', 'Stevenson, Kevin B.', 'Line, Michael R.', 'Kreidberg, Laura', 'Bean, Jacob L.', 'Désert, Jean-Michel']",Kataria Tiffany,"['2MASS J10193800-0948225' 'DENIS J101938.0-094822' 'GSC 05490-00141'
 'Gaia DR2 3767805209112436736' 'TIC 36734222' 'UCAC2  28372759'
 'UCAC3 161-111847' 'WASP-43']"
13467,WASP-43,WASP-43,aluminium oxide in the atmosphere of hot jupiter wasp-43b,2020A&A...639A...3C,"['Chubb, Katy L.', 'Min, Michiel', 'Kawashima, Yui', 'Helling, Christiane', 'Waldmann, Ingo']",Chubb Katy L.,"['2MASS J10193800-0948225' 'DENIS J101938.0-094822' 'GSC 05490-00141'
 'Gaia DR2 3767805209112436736' 'TIC 36734222' 'UCAC2  28372759'
 'UCAC3 161-111847' 'WASP-43']"
13467,WASP-43,WASP-43,2.5d retrieval of atmospheric properties from exoplanet phase curves: application to wasp-43b observations,2020MNRAS.493..106I,"['Irwin, Patrick G. J.', 'Parmentier, Vivien', 'Taylor, Jake', 'Barstow, Jo', 'Aigrain, Suzanne', 'Lee, Elspeth K. H.', 'Garland, Ryan']",G. Irwin J. Patrick,"['2MASS J10193800-0948225' 'DENIS J101938.0-094822' 'GSC 05490-00141'
 'Gaia DR2 3767805209112436736' 'TIC 36734222' 'UCAC2  28372759'
 'UCAC3 161-111847' 'WASP-43']"
13467,WASP-43,WASP-43,"access: a visual to near-infrared spectrum of the hot jupiter wasp-43b with evidence of h<sub>2</sub>o, but no evidence of na or k",2020AJ....159...13W,"['Weaver, Ian C.', 'López-Morales, Mercedes', 'Espinoza, Néstor', 'Rackham, Benjamin V.', 'Osip, David J.', 'Apai, Dániel', 'Jordán, Andrés', 'Bixel, Alex', 'Lewis, Nikole K.', 'Alam, Munazza K.', 'Kirk, James', 'McGruder, Chima', 'Rodler, Florian', 'Fienco, Jennifer']",C. Ian Weaver,"['2MASS J10193800-0948225' 'DENIS J101938.0-094822' 'GSC 05490-00141'
 'Gaia DR2 3767805209112436736' 'TIC 36734222' 'UCAC2  28372759'
 'UCAC3 161-111847' 'WASP-43']"
13467,WASP-43,WASP-43,the dark world: a tale of wasp-43b in reflected light with hst wfc3/uvis,2021AJ....161..269F,"['Fraine, Jonathan', 'Mayorga, L. C.', 'Stevenson, Kevin B.', 'Lewis, Nikole K.', 'Kataria, Tiffany', 'Bean, Jacob L.', 'Bruno, Giovanni', 'Fortney, Jonathan J.', 'Kreidberg, Laura', 'Morley, Caroline V.', 'Mouawad, Nelly C.', 'Todorov, Kamen O.', 'Parmentier, Vivien', 'Wakeford, Hannah', 'Feng, Y. Katherina', 'Kilpatrick, Brian M.', 'Line, Michael R.']",Fraine Jonathan,"['2MASS J10193800-0948225' 'DENIS J101938.0-094822' 'GSC 05490-00141'
 'Gaia DR2 3767805209112436736' 'TIC 36734222' 'UCAC2  28372759'
 'UCAC3 161-111847' 'WASP-43']"
