propid,name,simbad,title,bibcode,author,fa,altnames
13665,55-CANCRI,GJ   324 A,"satellite detection of varying seasonal water supply restrictions on grassland productivity in the missouri basin, usa",2020RSEnv.239k1623A,"['A, Geruo', 'Velicogna, Isabella', 'Zhao, Meng', 'Colliander, Andreas', 'Kimball, John S.']",A Geruo,"['*  55 Cn' '* rho Cn' '* rho01 Cn' '** LDS 6219A'
 '2MASS J08523579+2819509' 'AG+28  954' 'AKARI-IRC-V1 J0852355+281949'
 'ASCC  678466' 'BD+28  1660' 'BD+28  1660A' 'CSI+28  1660  1'
 'Ci 20  494' 'GC 12244' 'GCRV  5843' 'GEN# +1.00075732A' 'GJ   324 A'
 'Gaia DR2 704967037090946688' 'HD  75732' 'HIC  43587' 'HIP  43587'
 'HR  3522' 'IRAS 08496+2831' 'JP11  1727' 'LFT  609' 'LHS  2062'
 'LSPM J0852+2819' 'LTT 12310' 'N30 2085' 'NAME Copernicus' 'NLTT 20414'
 'PLX 2117' 'PM 08496+2831' 'PM 08496+2831A' 'PPM  99117' 'SAO  80478'
 'SKY# 17095' 'SPOCS  407' 'TIC 332064670' 'TYC 1949-2012-1' 'UBV    8589'
 'UBV M  14808' 'USNO-B1.0 1183-00181854' 'WDS J08526+2820A' 'WEB  8400'
 'WISEA J085235.41+281948.5' 'YPAC 155' 'YZ  28  4722' '[B10]  2380'
 'uvby98 100075732 A']"
13665,55-CANCRI,GJ   324 A,stratification response of soil water content during rainfall events under different rainfall patterns,2018HyPr...32.3128A,"['A, Yinglan', 'Wang, Guoqiang', 'Sun, Wenchao', 'Xue, Baolin', 'Kiem, Anthony']",A Yinglan,"['*  55 Cn' '* rho Cn' '* rho01 Cn' '** LDS 6219A'
 '2MASS J08523579+2819509' 'AG+28  954' 'AKARI-IRC-V1 J0852355+281949'
 'ASCC  678466' 'BD+28  1660' 'BD+28  1660A' 'CSI+28  1660  1'
 'Ci 20  494' 'GC 12244' 'GCRV  5843' 'GEN# +1.00075732A' 'GJ   324 A'
 'Gaia DR2 704967037090946688' 'HD  75732' 'HIC  43587' 'HIP  43587'
 'HR  3522' 'IRAS 08496+2831' 'JP11  1727' 'LFT  609' 'LHS  2062'
 'LSPM J0852+2819' 'LTT 12310' 'N30 2085' 'NAME Copernicus' 'NLTT 20414'
 'PLX 2117' 'PM 08496+2831' 'PM 08496+2831A' 'PPM  99117' 'SAO  80478'
 'SKY# 17095' 'SPOCS  407' 'TIC 332064670' 'TYC 1949-2012-1' 'UBV    8589'
 'UBV M  14808' 'USNO-B1.0 1183-00181854' 'WDS J08526+2820A' 'WEB  8400'
 'WISEA J085235.41+281948.5' 'YPAC 155' 'YZ  28  4722' '[B10]  2380'
 'uvby98 100075732 A']"
13665,55-CANCRI,GJ   324 A,polydopamine nanotube mediated fluorescent biosensor for hg(ii) determination through exonuclease iii-assisted signal amplification,2018Ana...143.2623A,"['A, Ravikumar', 'P, Panneerselvam']",A Ravikumar,"['*  55 Cn' '* rho Cn' '* rho01 Cn' '** LDS 6219A'
 '2MASS J08523579+2819509' 'AG+28  954' 'AKARI-IRC-V1 J0852355+281949'
 'ASCC  678466' 'BD+28  1660' 'BD+28  1660A' 'CSI+28  1660  1'
 'Ci 20  494' 'GC 12244' 'GCRV  5843' 'GEN# +1.00075732A' 'GJ   324 A'
 'Gaia DR2 704967037090946688' 'HD  75732' 'HIC  43587' 'HIP  43587'
 'HR  3522' 'IRAS 08496+2831' 'JP11  1727' 'LFT  609' 'LHS  2062'
 'LSPM J0852+2819' 'LTT 12310' 'N30 2085' 'NAME Copernicus' 'NLTT 20414'
 'PLX 2117' 'PM 08496+2831' 'PM 08496+2831A' 'PPM  99117' 'SAO  80478'
 'SKY# 17095' 'SPOCS  407' 'TIC 332064670' 'TYC 1949-2012-1' 'UBV    8589'
 'UBV M  14808' 'USNO-B1.0 1183-00181854' 'WDS J08526+2820A' 'WEB  8400'
 'WISEA J085235.41+281948.5' 'YPAC 155' 'YZ  28  4722' '[B10]  2380'
 'uvby98 100075732 A']"
13665,55-CANCRI,GJ   324 A,growth and characterization of zno multipods on functional surfaces with different sizes and shapes of ag particles,2013ChPhB..22h8103A,"['A, Kamalianfar', 'S, A. Halim', 'Mahmoud Godarz, Naseri', 'M, Navasery', 'Fasih, Ud Din', 'J, A. M. Zahedi', 'Kasra, Behzad', 'K, P. Lim', 'A Lavari, Monghadam', 'S, K. Chen']",A Kamalianfar,"['*  55 Cn' '* rho Cn' '* rho01 Cn' '** LDS 6219A'
 '2MASS J08523579+2819509' 'AG+28  954' 'AKARI-IRC-V1 J0852355+281949'
 'ASCC  678466' 'BD+28  1660' 'BD+28  1660A' 'CSI+28  1660  1'
 'Ci 20  494' 'GC 12244' 'GCRV  5843' 'GEN# +1.00075732A' 'GJ   324 A'
 'Gaia DR2 704967037090946688' 'HD  75732' 'HIC  43587' 'HIP  43587'
 'HR  3522' 'IRAS 08496+2831' 'JP11  1727' 'LFT  609' 'LHS  2062'
 'LSPM J0852+2819' 'LTT 12310' 'N30 2085' 'NAME Copernicus' 'NLTT 20414'
 'PLX 2117' 'PM 08496+2831' 'PM 08496+2831A' 'PPM  99117' 'SAO  80478'
 'SKY# 17095' 'SPOCS  407' 'TIC 332064670' 'TYC 1949-2012-1' 'UBV    8589'
 'UBV M  14808' 'USNO-B1.0 1183-00181854' 'WDS J08526+2820A' 'WEB  8400'
 'WISEA J085235.41+281948.5' 'YPAC 155' 'YZ  28  4722' '[B10]  2380'
 'uvby98 100075732 A']"
13665,55-CANCRI,GJ   324 A,removal of heavy metals from synthetic landfill leachate in lab-scale vertical flow constructed wetlands,2017ScTEn.584..742A,"['A, Dan', 'Oka, Masao', 'Fujii, Yuta', 'Soda, Satoshi', 'Ishigaki, Tomonori', 'Machimura, Takashi', 'Ike, Michihiko']",A Dan,"['*  55 Cn' '* rho Cn' '* rho01 Cn' '** LDS 6219A'
 '2MASS J08523579+2819509' 'AG+28  954' 'AKARI-IRC-V1 J0852355+281949'
 'ASCC  678466' 'BD+28  1660' 'BD+28  1660A' 'CSI+28  1660  1'
 'Ci 20  494' 'GC 12244' 'GCRV  5843' 'GEN# +1.00075732A' 'GJ   324 A'
 'Gaia DR2 704967037090946688' 'HD  75732' 'HIC  43587' 'HIP  43587'
 'HR  3522' 'IRAS 08496+2831' 'JP11  1727' 'LFT  609' 'LHS  2062'
 'LSPM J0852+2819' 'LTT 12310' 'N30 2085' 'NAME Copernicus' 'NLTT 20414'
 'PLX 2117' 'PM 08496+2831' 'PM 08496+2831A' 'PPM  99117' 'SAO  80478'
 'SKY# 17095' 'SPOCS  407' 'TIC 332064670' 'TYC 1949-2012-1' 'UBV    8589'
 'UBV M  14808' 'USNO-B1.0 1183-00181854' 'WDS J08526+2820A' 'WEB  8400'
 'WISEA J085235.41+281948.5' 'YPAC 155' 'YZ  28  4722' '[B10]  2380'
 'uvby98 100075732 A']"
13665,55-CANCRI,GJ   324 A,maximum spin aligned states in <sup>98</sup> <sub>47</sub>ag<sub>51</sub>,1998EPJA....1....7C,"['Cederkäll, J.', 'Lipoglavšek, M.', 'Palacz, M.', 'Persson, J.', 'Blomqvist, J.', 'Ataċ, A.', 'Fahlander, C.', 'Grawe, H.', 'Johnson, A.', 'Klamra, W.', 'Kownacki, J.', 'Likar, A.', 'Norlin, L. –O.', 'Nyberg, J.', 'Schubart, R.', 'Seweryniak, D.', 'de Angelis, G.', 'Bednarczyk, P.', 'Dombrádi, Z.', 'Foltescu, D.', 'Górska, M.', 'Jerrestam, D.', 'Juutinen, S.', 'Mäkelä, E.', 'M., B.', 'Perez, G.', 'de Poli, M.', 'A., H.', 'Shizuma, T.', 'Skeppstedt, Ö.', 'Sletten, G.', 'Törmänen, S.']",Cederkäll J.,"['*  55 Cn' '* rho Cn' '* rho01 Cn' '** LDS 6219A'
 '2MASS J08523579+2819509' 'AG+28  954' 'AKARI-IRC-V1 J0852355+281949'
 'ASCC  678466' 'BD+28  1660' 'BD+28  1660A' 'CSI+28  1660  1'
 'Ci 20  494' 'GC 12244' 'GCRV  5843' 'GEN# +1.00075732A' 'GJ   324 A'
 'Gaia DR2 704967037090946688' 'HD  75732' 'HIC  43587' 'HIP  43587'
 'HR  3522' 'IRAS 08496+2831' 'JP11  1727' 'LFT  609' 'LHS  2062'
 'LSPM J0852+2819' 'LTT 12310' 'N30 2085' 'NAME Copernicus' 'NLTT 20414'
 'PLX 2117' 'PM 08496+2831' 'PM 08496+2831A' 'PPM  99117' 'SAO  80478'
 'SKY# 17095' 'SPOCS  407' 'TIC 332064670' 'TYC 1949-2012-1' 'UBV    8589'
 'UBV M  14808' 'USNO-B1.0 1183-00181854' 'WDS J08526+2820A' 'WEB  8400'
 'WISEA J085235.41+281948.5' 'YPAC 155' 'YZ  28  4722' '[B10]  2380'
 'uvby98 100075732 A']"
13665,55-CANCRI,GJ   324 A,privacy guidelines for contact tracing applications,2020arXiv200413328S,"['Shukla, Manish', 'A, Rajan M', 'Lodha, Sachin', 'Shroff, Gautam', 'Raskar, Ramesh']",Manish Shukla,"['*  55 Cn' '* rho Cn' '* rho01 Cn' '** LDS 6219A'
 '2MASS J08523579+2819509' 'AG+28  954' 'AKARI-IRC-V1 J0852355+281949'
 'ASCC  678466' 'BD+28  1660' 'BD+28  1660A' 'CSI+28  1660  1'
 'Ci 20  494' 'GC 12244' 'GCRV  5843' 'GEN# +1.00075732A' 'GJ   324 A'
 'Gaia DR2 704967037090946688' 'HD  75732' 'HIC  43587' 'HIP  43587'
 'HR  3522' 'IRAS 08496+2831' 'JP11  1727' 'LFT  609' 'LHS  2062'
 'LSPM J0852+2819' 'LTT 12310' 'N30 2085' 'NAME Copernicus' 'NLTT 20414'
 'PLX 2117' 'PM 08496+2831' 'PM 08496+2831A' 'PPM  99117' 'SAO  80478'
 'SKY# 17095' 'SPOCS  407' 'TIC 332064670' 'TYC 1949-2012-1' 'UBV    8589'
 'UBV M  14808' 'USNO-B1.0 1183-00181854' 'WDS J08526+2820A' 'WEB  8400'
 'WISEA J085235.41+281948.5' 'YPAC 155' 'YZ  28  4722' '[B10]  2380'
 'uvby98 100075732 A']"
13665,55-CANCRI,GJ   324 A,"vizier online data catalog: transmission spectroscopy metric of exoplanets (guo+, 2020)",2020yCat..51590239G,"['Guo, X.', 'Crossfield, I. J. M.', 'Dragomir, D.', 'Kosiarek, M. R.', 'Lothringer, J.', 'Mikal-Evans, T.', 'Rosenthal, L.', 'Benneke, B.', 'Knutson, H. A.', 'Dalba, P. A.', 'Kempton, E. M. R.', 'Henry, G. W.', 'McCullough, P. R.', 'Barman, T.', 'Blunt, S.', 'Chontos, A.', 'Fortney, J.', 'Fulton, B. J.', 'Hirsch, L.', 'Howard, A. W.', 'Isaacson, H.', 'Matthews, J.', 'Mocnik, T.', 'Morley, C.', 'Petigura, E. A.', 'Weiss, L. M.']",Guo X.,"['*  55 Cn' '* rho Cn' '* rho01 Cn' '** LDS 6219A'
 '2MASS J08523579+2819509' 'AG+28  954' 'AKARI-IRC-V1 J0852355+281949'
 'ASCC  678466' 'BD+28  1660' 'BD+28  1660A' 'CSI+28  1660  1'
 'Ci 20  494' 'GC 12244' 'GCRV  5843' 'GEN# +1.00075732A' 'GJ   324 A'
 'Gaia DR2 704967037090946688' 'HD  75732' 'HIC  43587' 'HIP  43587'
 'HR  3522' 'IRAS 08496+2831' 'JP11  1727' 'LFT  609' 'LHS  2062'
 'LSPM J0852+2819' 'LTT 12310' 'N30 2085' 'NAME Copernicus' 'NLTT 20414'
 'PLX 2117' 'PM 08496+2831' 'PM 08496+2831A' 'PPM  99117' 'SAO  80478'
 'SKY# 17095' 'SPOCS  407' 'TIC 332064670' 'TYC 1949-2012-1' 'UBV    8589'
 'UBV M  14808' 'USNO-B1.0 1183-00181854' 'WDS J08526+2820A' 'WEB  8400'
 'WISEA J085235.41+281948.5' 'YPAC 155' 'YZ  28  4722' '[B10]  2380'
 'uvby98 100075732 A']"
14453,55-CNC,GJ   324 A,wfc3: precision infrared spectrophotometry with spatial scans of hd 189733b and vega,2014AAS...22334721M,"['McCullough, Peter R.', 'Crouzet, N.', 'Deming, D.', 'Madhusudhan, N.', 'Deustua, S. E.', 'WFC3']",McCullough Peter R.,"['*  55 Cn' '* rho Cn' '* rho01 Cn' '** LDS 6219A'
 '2MASS J08523579+2819509' 'AG+28  954' 'AKARI-IRC-V1 J0852355+281949'
 'ASCC  678466' 'BD+28  1660' 'BD+28  1660A' 'CSI+28  1660  1'
 'Ci 20  494' 'GC 12244' 'GCRV  5843' 'GEN# +1.00075732A' 'GJ   324 A'
 'Gaia DR2 704967037090946688' 'HD  75732' 'HIC  43587' 'HIP  43587'
 'HR  3522' 'IRAS 08496+2831' 'JP11  1727' 'LFT  609' 'LHS  2062'
 'LSPM J0852+2819' 'LTT 12310' 'N30 2085' 'NAME Copernicus' 'NLTT 20414'
 'PLX 2117' 'PM 08496+2831' 'PM 08496+2831A' 'PPM  99117' 'SAO  80478'
 'SKY# 17095' 'SPOCS  407' 'TIC 332064670' 'TYC 1949-2012-1' 'UBV    8589'
 'UBV M  14808' 'USNO-B1.0 1183-00181854' 'WDS J08526+2820A' 'WEB  8400'
 'WISEA J085235.41+281948.5' 'YPAC 155' 'YZ  28  4722' '[B10]  2380'
 'uvby98 100075732 A']"
14453,55-CNC,GJ   324 A,wide field camera 3: phase ii proposal update for cycle 21,2013AAS...22231612G,"['Gunning, Heather C.', 'Anderson, J.', 'Baggett, S. M.', 'Dahlen, T.', 'Dressel, L. L.', 'Long, K. S.', 'MacKenty, J. W.', 'WFC3']",C. Gunning Heather,"['*  55 Cn' '* rho Cn' '* rho01 Cn' '** LDS 6219A'
 '2MASS J08523579+2819509' 'AG+28  954' 'AKARI-IRC-V1 J0852355+281949'
 'ASCC  678466' 'BD+28  1660' 'BD+28  1660A' 'CSI+28  1660  1'
 'Ci 20  494' 'GC 12244' 'GCRV  5843' 'GEN# +1.00075732A' 'GJ   324 A'
 'Gaia DR2 704967037090946688' 'HD  75732' 'HIC  43587' 'HIP  43587'
 'HR  3522' 'IRAS 08496+2831' 'JP11  1727' 'LFT  609' 'LHS  2062'
 'LSPM J0852+2819' 'LTT 12310' 'N30 2085' 'NAME Copernicus' 'NLTT 20414'
 'PLX 2117' 'PM 08496+2831' 'PM 08496+2831A' 'PPM  99117' 'SAO  80478'
 'SKY# 17095' 'SPOCS  407' 'TIC 332064670' 'TYC 1949-2012-1' 'UBV    8589'
 'UBV M  14808' 'USNO-B1.0 1183-00181854' 'WDS J08526+2820A' 'WEB  8400'
 'WISEA J085235.41+281948.5' 'YPAC 155' 'YZ  28  4722' '[B10]  2380'
 'uvby98 100075732 A']"
14453,55-CNC,GJ   324 A,status and calibration of the hst wide field camera 3,2013AAS...22134401M,"['MacKenty, John W.', 'WFC3']",John MacKenty W.,"['*  55 Cn' '* rho Cn' '* rho01 Cn' '** LDS 6219A'
 '2MASS J08523579+2819509' 'AG+28  954' 'AKARI-IRC-V1 J0852355+281949'
 'ASCC  678466' 'BD+28  1660' 'BD+28  1660A' 'CSI+28  1660  1'
 'Ci 20  494' 'GC 12244' 'GCRV  5843' 'GEN# +1.00075732A' 'GJ   324 A'
 'Gaia DR2 704967037090946688' 'HD  75732' 'HIC  43587' 'HIP  43587'
 'HR  3522' 'IRAS 08496+2831' 'JP11  1727' 'LFT  609' 'LHS  2062'
 'LSPM J0852+2819' 'LTT 12310' 'N30 2085' 'NAME Copernicus' 'NLTT 20414'
 'PLX 2117' 'PM 08496+2831' 'PM 08496+2831A' 'PPM  99117' 'SAO  80478'
 'SKY# 17095' 'SPOCS  407' 'TIC 332064670' 'TYC 1949-2012-1' 'UBV    8589'
 'UBV M  14808' 'USNO-B1.0 1183-00181854' 'WDS J08526+2820A' 'WEB  8400'
 'WISEA J085235.41+281948.5' 'YPAC 155' 'YZ  28  4722' '[B10]  2380'
 'uvby98 100075732 A']"
14453,55-CNC,GJ   324 A,wfc3 - geometry distortion and multidrizzle,2010AAS...21546309K,"['Kozhurina-Platais, Vera', 'McLean, B.', 'Cox, C.', 'Dressel, L.', 'Petro, L.', 'Bushouse, H.', 'Hack, W.', 'WFC3']",Kozhurina-Platais Vera,"['*  55 Cn' '* rho Cn' '* rho01 Cn' '** LDS 6219A'
 '2MASS J08523579+2819509' 'AG+28  954' 'AKARI-IRC-V1 J0852355+281949'
 'ASCC  678466' 'BD+28  1660' 'BD+28  1660A' 'CSI+28  1660  1'
 'Ci 20  494' 'GC 12244' 'GCRV  5843' 'GEN# +1.00075732A' 'GJ   324 A'
 'Gaia DR2 704967037090946688' 'HD  75732' 'HIC  43587' 'HIP  43587'
 'HR  3522' 'IRAS 08496+2831' 'JP11  1727' 'LFT  609' 'LHS  2062'
 'LSPM J0852+2819' 'LTT 12310' 'N30 2085' 'NAME Copernicus' 'NLTT 20414'
 'PLX 2117' 'PM 08496+2831' 'PM 08496+2831A' 'PPM  99117' 'SAO  80478'
 'SKY# 17095' 'SPOCS  407' 'TIC 332064670' 'TYC 1949-2012-1' 'UBV    8589'
 'UBV M  14808' 'USNO-B1.0 1183-00181854' 'WDS J08526+2820A' 'WEB  8400'
 'WISEA J085235.41+281948.5' 'YPAC 155' 'YZ  28  4722' '[B10]  2380'
 'uvby98 100075732 A']"
14453,55-CNC,GJ   324 A,computations of the viscoelastic response of a 3-d compressible earth to surface loading: an application to glacial isostatic adjustment in antarctica and canada,2013GeoJI.192..557A,"['A, Geruo', 'Wahr, John', 'Zhong, Shijie']",A Geruo,"['*  55 Cn' '* rho Cn' '* rho01 Cn' '** LDS 6219A'
 '2MASS J08523579+2819509' 'AG+28  954' 'AKARI-IRC-V1 J0852355+281949'
 'ASCC  678466' 'BD+28  1660' 'BD+28  1660A' 'CSI+28  1660  1'
 'Ci 20  494' 'GC 12244' 'GCRV  5843' 'GEN# +1.00075732A' 'GJ   324 A'
 'Gaia DR2 704967037090946688' 'HD  75732' 'HIC  43587' 'HIP  43587'
 'HR  3522' 'IRAS 08496+2831' 'JP11  1727' 'LFT  609' 'LHS  2062'
 'LSPM J0852+2819' 'LTT 12310' 'N30 2085' 'NAME Copernicus' 'NLTT 20414'
 'PLX 2117' 'PM 08496+2831' 'PM 08496+2831A' 'PPM  99117' 'SAO  80478'
 'SKY# 17095' 'SPOCS  407' 'TIC 332064670' 'TYC 1949-2012-1' 'UBV    8589'
 'UBV M  14808' 'USNO-B1.0 1183-00181854' 'WDS J08526+2820A' 'WEB  8400'
 'WISEA J085235.41+281948.5' 'YPAC 155' 'YZ  28  4722' '[B10]  2380'
 'uvby98 100075732 A']"
14453,55-CNC,GJ   324 A,a reconciled estimate of ice-sheet mass balance,2012Sci...338.1183S,"['Shepherd, Andrew', 'Ivins, Erik R.', 'A, Geruo', 'Barletta, Valentina R.', 'Bentley, Mike J.', 'Bettadpur, Srinivas', 'Briggs, Kate H.', 'Bromwich, David H.', 'Forsberg, René', 'Galin, Natalia', 'Horwath, Martin', 'Jacobs, Stan', 'Joughin, Ian', 'King, Matt A.', 'Lenaerts, Jan T. M.', 'Li, Jilu', 'Ligtenberg, Stefan R. M.', 'Luckman, Adrian', 'Luthcke, Scott B.', 'McMillan, Malcolm', 'Meister, Rakia', 'Milne, Glenn', 'Mouginot, Jeremie', 'Muir, Alan', 'Nicolas, Julien P.', 'Paden, John', 'Payne, Antony J.', 'Pritchard, Hamish', 'Rignot, Eric', 'Rott, Helmut', 'Sørensen, Louise Sandberg', 'Scambos, Ted A.', 'Scheuchl, Bernd', 'Schrama, Ernst J. O.', 'Smith, Ben', 'Sundal, Aud V.', 'van Angelen, Jan H.', 'van de Berg, Willem J.', 'van den Broeke, Michiel R.', 'Vaughan, David G.', 'Velicogna, Isabella', 'Wahr, John', 'Whitehouse, Pippa L.', 'Wingham, Duncan J.', 'Yi, Donghui', 'Young, Duncan', 'Zwally, H. Jay']",Andrew Shepherd,"['*  55 Cn' '* rho Cn' '* rho01 Cn' '** LDS 6219A'
 '2MASS J08523579+2819509' 'AG+28  954' 'AKARI-IRC-V1 J0852355+281949'
 'ASCC  678466' 'BD+28  1660' 'BD+28  1660A' 'CSI+28  1660  1'
 'Ci 20  494' 'GC 12244' 'GCRV  5843' 'GEN# +1.00075732A' 'GJ   324 A'
 'Gaia DR2 704967037090946688' 'HD  75732' 'HIC  43587' 'HIP  43587'
 'HR  3522' 'IRAS 08496+2831' 'JP11  1727' 'LFT  609' 'LHS  2062'
 'LSPM J0852+2819' 'LTT 12310' 'N30 2085' 'NAME Copernicus' 'NLTT 20414'
 'PLX 2117' 'PM 08496+2831' 'PM 08496+2831A' 'PPM  99117' 'SAO  80478'
 'SKY# 17095' 'SPOCS  407' 'TIC 332064670' 'TYC 1949-2012-1' 'UBV    8589'
 'UBV M  14808' 'USNO-B1.0 1183-00181854' 'WDS J08526+2820A' 'WEB  8400'
 'WISEA J085235.41+281948.5' 'YPAC 155' 'YZ  28  4722' '[B10]  2380'
 'uvby98 100075732 A']"
14453,55-CNC,GJ   324 A,isotopic composition of precipitation in italy: a first overall map,2003JHyd..270...75A,"['A, Longinelli', 'E, Selmo']",A Longinelli,"['*  55 Cn' '* rho Cn' '* rho01 Cn' '** LDS 6219A'
 '2MASS J08523579+2819509' 'AG+28  954' 'AKARI-IRC-V1 J0852355+281949'
 'ASCC  678466' 'BD+28  1660' 'BD+28  1660A' 'CSI+28  1660  1'
 'Ci 20  494' 'GC 12244' 'GCRV  5843' 'GEN# +1.00075732A' 'GJ   324 A'
 'Gaia DR2 704967037090946688' 'HD  75732' 'HIC  43587' 'HIP  43587'
 'HR  3522' 'IRAS 08496+2831' 'JP11  1727' 'LFT  609' 'LHS  2062'
 'LSPM J0852+2819' 'LTT 12310' 'N30 2085' 'NAME Copernicus' 'NLTT 20414'
 'PLX 2117' 'PM 08496+2831' 'PM 08496+2831A' 'PPM  99117' 'SAO  80478'
 'SKY# 17095' 'SPOCS  407' 'TIC 332064670' 'TYC 1949-2012-1' 'UBV    8589'
 'UBV M  14808' 'USNO-B1.0 1183-00181854' 'WDS J08526+2820A' 'WEB  8400'
 'WISEA J085235.41+281948.5' 'YPAC 155' 'YZ  28  4722' '[B10]  2380'
 'uvby98 100075732 A']"
14453,55-CNC,GJ   324 A,holoviz/panel: version 0.11.0,2021zndo...4573728R,"['Rudiger, Philipp', 'Artusi, Xavier', 'Bednar, James A.', 'Skov Madsen, Marc', 'B, Chris', 'Signell, Julia', 'Stevens, Jean-Luc', 'Liquet, Maxime', 'Hoxbro', 'Mease, Jon', 'Andrew', 'Arne', 'Paprocki, Mateusz', 'Kbowen', 'Jung, Ed', 'Amanieu, Hugues-Yanis', 'Winkelmann, Julius', 'Talirz, Leopold', 'A, Pav', 'Randelhoff, Achim', 'Sullivan, Bane', 'Barhak, Jacob', 'Ghenzi, Nestor', 'Hoseppan', 'Kleavor', 'Miliante', 'Mulpuri, Ravi', 'Bischof, Garrett', 'Thorve, Ajay']",Philipp Rudiger,"['*  55 Cn' '* rho Cn' '* rho01 Cn' '** LDS 6219A'
 '2MASS J08523579+2819509' 'AG+28  954' 'AKARI-IRC-V1 J0852355+281949'
 'ASCC  678466' 'BD+28  1660' 'BD+28  1660A' 'CSI+28  1660  1'
 'Ci 20  494' 'GC 12244' 'GCRV  5843' 'GEN# +1.00075732A' 'GJ   324 A'
 'Gaia DR2 704967037090946688' 'HD  75732' 'HIC  43587' 'HIP  43587'
 'HR  3522' 'IRAS 08496+2831' 'JP11  1727' 'LFT  609' 'LHS  2062'
 'LSPM J0852+2819' 'LTT 12310' 'N30 2085' 'NAME Copernicus' 'NLTT 20414'
 'PLX 2117' 'PM 08496+2831' 'PM 08496+2831A' 'PPM  99117' 'SAO  80478'
 'SKY# 17095' 'SPOCS  407' 'TIC 332064670' 'TYC 1949-2012-1' 'UBV    8589'
 'UBV M  14808' 'USNO-B1.0 1183-00181854' 'WDS J08526+2820A' 'WEB  8400'
 'WISEA J085235.41+281948.5' 'YPAC 155' 'YZ  28  4722' '[B10]  2380'
 'uvby98 100075732 A']"
14453,55-CNC,GJ   324 A,jpfairbanks/semanticmodels.jl: release v0.3.0,2020zndo...3800254J,"['James', 'Halter, Micah', 'Herlihy, Christine', 'Cao, Kun', 'Infvie', 'A, Scott', 'Ryan, Benjamin', 'Ide, Ben']",James,"['*  55 Cn' '* rho Cn' '* rho01 Cn' '** LDS 6219A'
 '2MASS J08523579+2819509' 'AG+28  954' 'AKARI-IRC-V1 J0852355+281949'
 'ASCC  678466' 'BD+28  1660' 'BD+28  1660A' 'CSI+28  1660  1'
 'Ci 20  494' 'GC 12244' 'GCRV  5843' 'GEN# +1.00075732A' 'GJ   324 A'
 'Gaia DR2 704967037090946688' 'HD  75732' 'HIC  43587' 'HIP  43587'
 'HR  3522' 'IRAS 08496+2831' 'JP11  1727' 'LFT  609' 'LHS  2062'
 'LSPM J0852+2819' 'LTT 12310' 'N30 2085' 'NAME Copernicus' 'NLTT 20414'
 'PLX 2117' 'PM 08496+2831' 'PM 08496+2831A' 'PPM  99117' 'SAO  80478'
 'SKY# 17095' 'SPOCS  407' 'TIC 332064670' 'TYC 1949-2012-1' 'UBV    8589'
 'UBV M  14808' 'USNO-B1.0 1183-00181854' 'WDS J08526+2820A' 'WEB  8400'
 'WISEA J085235.41+281948.5' 'YPAC 155' 'YZ  28  4722' '[B10]  2380'
 'uvby98 100075732 A']"
14453,55-CNC,GJ   324 A,a global model: empirical orthogonal function analysis of total electron content 1999-2009 data,2012JGRA..117.3328A,"['A, Ercha', 'Zhang, Donghe', 'Ridley, Aaron J.', 'Xiao, Zuo', 'Hao, Yongqiang']",A Ercha,"['*  55 Cn' '* rho Cn' '* rho01 Cn' '** LDS 6219A'
 '2MASS J08523579+2819509' 'AG+28  954' 'AKARI-IRC-V1 J0852355+281949'
 'ASCC  678466' 'BD+28  1660' 'BD+28  1660A' 'CSI+28  1660  1'
 'Ci 20  494' 'GC 12244' 'GCRV  5843' 'GEN# +1.00075732A' 'GJ   324 A'
 'Gaia DR2 704967037090946688' 'HD  75732' 'HIC  43587' 'HIP  43587'
 'HR  3522' 'IRAS 08496+2831' 'JP11  1727' 'LFT  609' 'LHS  2062'
 'LSPM J0852+2819' 'LTT 12310' 'N30 2085' 'NAME Copernicus' 'NLTT 20414'
 'PLX 2117' 'PM 08496+2831' 'PM 08496+2831A' 'PPM  99117' 'SAO  80478'
 'SKY# 17095' 'SPOCS  407' 'TIC 332064670' 'TYC 1949-2012-1' 'UBV    8589'
 'UBV M  14808' 'USNO-B1.0 1183-00181854' 'WDS J08526+2820A' 'WEB  8400'
 'WISEA J085235.41+281948.5' 'YPAC 155' 'YZ  28  4722' '[B10]  2380'
 'uvby98 100075732 A']"
